type;from;to;direct;marker;constants;systemType
CC;cs+class://Spring/Core/TypeConversion/NameValueConverter;cs+class://System/ComponentModel/TypeConverter;True;False;False;False
CC;cs+class://Spring/Core/TypeConversion/RegexConverter;cs+class://System/ComponentModel/TypeConverter;True;False;False;False
CC;cs+class://Spring/Core/TypeConversion/RegistryKeyConverter;cs+class://System/ComponentModel/TypeConverter;True;False;False;False
CC;cs+class://Spring/Core/TypeConversion/ResourceManagerConverter;cs+class://System/ComponentModel/TypeConverter;True;False;False;False
CC;cs+class://Spring/Core/TypeConversion/RGBColorConverter;cs+class://System/ComponentModel/TypeConverter;True;False;False;False
CC;cs+class://Spring/Core/TypeConversion/RuntimeTypeConverter;cs+class://System/ComponentModel/TypeConverter;True;False;False;False
CC;cs+class://Spring/Core/TypeConversion/StreamConverter;cs+class://System/ComponentModel/TypeConverter;True;False;False;False
CC;cs+class://Spring/Core/TypeConversion/StringArrayConverter;cs+class://System/ComponentModel/TypeConverter;True;False;False;False
CC;cs+class://Spring/Core/TypeConversion/DaySpecifier;cs+class://Spring/Core/TypeConversion/SpecifierParser;True;False;False;True
CC;cs+class://Spring/Core/TypeConversion/HourSpecifier;cs+class://Spring/Core/TypeConversion/SpecifierParser;True;False;False;True
CC;cs+class://Spring/Core/TypeConversion/MinuteSpecifier;cs+class://Spring/Core/TypeConversion/SpecifierParser;True;False;False;True
CC;cs+class://Spring/Core/TypeConversion/SecondSpecifier;cs+class://Spring/Core/TypeConversion/SpecifierParser;True;False;False;True
CC;cs+class://Spring/Core/TypeConversion/MillisecondSpecifier;cs+class://Spring/Core/TypeConversion/SpecifierParser;True;False;False;True
CC;cs+class://Spring/Core/TypeConversion/TimeSpanConverter;cs+class://System/ComponentModel/TimeSpanConverter;True;False;False;False
CC;cs+class://Spring/Core/TypeConversion/UriConverter;cs+class://System/ComponentModel/TypeConverter;True;False;False;False
CC;cs+class://Spring/Core/TypeMismatchException;cs+class://Spring/Core/PropertyAccessException;True;False;False;True
CI;cs+class://Spring/Core/TypeResolution/CachedTypeResolver;cs+interface://Spring/Core/TypeResolution/ITypeResolver;True;False;False;True
CC;cs+class://Spring/Core/TypeResolution/GenericTypeResolver;cs+class://Spring/Core/TypeResolution/TypeResolver;True;False;False;True
CI;cs+class://Spring/Core/TypeResolution/TypeResolver;cs+interface://Spring/Core/TypeResolution/ITypeResolver;True;False;False;True
CI;cs+class://Spring/DataBinding/AbstractBinding;cs+interface://Spring/DataBinding/IBinding;True;False;False;True
CC;cs+class://Spring/DataBinding/AbstractSimpleBinding;cs+class://Spring/DataBinding/AbstractBinding;True;False;False;True
CI;cs+class://Spring/DataBinding/BaseBindingContainer;cs+interface://Spring/DataBinding/IBindingContainer;True;False;False;True
CC;cs+class://Spring/DataBinding/BindingErrorMessage;cs+class://Spring/Validation/ErrorMessage;True;False;False;True
II;cs+interface://Spring/DataBinding/IBindingContainer;cs+interface://Spring/DataBinding/IBinding;True;False;False;True
CC;cs+class://Spring/DataBinding/ListBinding;cs+class://Spring/DataBinding/AbstractBinding;True;False;False;True
CC;cs+class://Spring/DataBinding/SimpleExpressionBinding;cs+class://Spring/DataBinding/AbstractSimpleBinding;True;False;False;True
CC;cs+class://Spring/DataBinding/BaseBindingManager;cs+class://Spring/DataBinding/BaseBindingContainer;True;False;False;True
CC;cs+class://Spring/Expressions/DefaultNode;cs+class://Spring/Expressions/BinaryOperator;True;False;False;True
CC;cs+class://Spring/Expressions/ExpressionConverter;cs+class://System/ComponentModel/TypeConverter;True;False;False;False
CC;cs+class://Spring/Expressions/OpXOR;cs+class://Spring/Expressions/BinaryOperator;True;False;False;True
CC;cs+class://Spring/Expressions/Parser/antlr/ANTLRException;cs+class://System/Exception;True;False;False;False
CC;cs+class://Spring/Expressions/Parser/antlr/ANTLRPanicException;cs+class://Spring/Expressions/Parser/antlr/ANTLRException;True;False;False;True
CI;cs+class://Spring/Expressions/Parser/antlr/ASTNULLType;cs+interface://Spring/Expressions/Parser/antlr/collections/AST;True;False;False;True
CI;cs+class://Spring/Expressions/Parser/antlr/BaseAST;cs+interface://Spring/Expressions/Parser/antlr/collections/AST;True;False;False;True
